Startup_ID,Startup_Name,Industry,Funding_Stage,Funding_Amount_USD,Funding_Date,Country,Investor_Type,Employee_Size,Valuation_USD
309,Startup_309,CleanTech,Series B,27660260,2024-04-13,Germany,Angel,201-500,392923706
310,Startup_310,SaaS,Seed,31842780,2025-04-30,USA,Corporate,11-50,17634279
311,Startup_311,CleanTech,Series B,19497938,2025-05-04,Canada,VC,1-10,485165111
312,Startup_312,AgriTech,Series C,21929299,2021-08-15,UK,VC,11-50,360789811
313,Startup_313,AI,Series A,18598187,2025-11-09,USA,Angel,201-500,278809333
314,Startup_314,AgriTech,Pre-Seed,23142486,2024-12-10,Australia,Corporate,201-500,120329384
315,Startup_315,EdTech,Series C,18866458,2022-10-30,Australia,Angel,500+,244299926
316,Startup_316,CleanTech,Series C,10984807,2025-06-14,India,VC,500+,477162908
317,Startup_317,EdTech,Seed,29311802,2023-01-29,Australia,Private Equity,201-500,410238855
318,Startup_318,FinTech,Series A,26346073,2023-11-01,Singapore,Angel,500+,460183063
319,Startup_319,AgriTech,Series A,47812148,2022-01-23,Canada,Angel,51-200,195846289
320,Startup_320,SaaS,IPO,39982684,2025-05-15,Canada,Private Equity,11-50,45452402
321,Startup_321,CleanTech,Pre-Seed,9523660,2019-09-09,UK,Corporate,201-500,139771798
322,Startup_322,E-commerce,Seed,48179707,2016-08-04,Canada,Corporate,51-200,483097617
323,Startup_323,AI,Pre-Seed,48941625,2021-10-23,UK,Angel,1-10,141718688
324,Startup_324,HealthTech,IPO,18053858,2024-11-21,Australia,Private Equity,1-10,222033322
325,Startup_325,SaaS,Series B,27244802,2019-12-14,Canada,Angel,500+,201545480
326,Startup_326,SaaS,Series C,48037986,2017-05-08,Singapore,Private Equity,500+,163151753
327,Startup_327,EdTech,Pre-Seed,39251493,2024-06-11,UK,VC,51-200,7523433
328,Startup_328,AgriTech,Series C,37695230,2016-07-29,Germany,Private Equity,1-10,176688032
329,Startup_329,CleanTech,Seed,34443060,2017-04-11,Germany,Angel,201-500,480526458
330,Startup_330,CleanTech,Series B,35013831,2018-09-02,Canada,Accelerator,11-50,100465904
331,Startup_331,FinTech,Seed,47415277,2025-08-06,Canada,Corporate,500+,419890458
332,Startup_332,FinTech,Series B,36618877,2016-10-23,Australia,Angel,51-200,486802059
333,Startup_333,AI,Series B,20159515,2025-01-15,UK,Private Equity,500+,94993227
334,Startup_334,EdTech,Series C,41100772,2019-11-19,Australia,Private Equity,51-200,25019858
335,Startup_335,SaaS,Seed,13425562,2018-10-18,UK,Corporate,1-10,125008816
336,Startup_336,CleanTech,Seed,174283,2016-11-01,Singapore,Angel,500+,498890246
337,Startup_337,E-commerce,Pre-Seed,38241844,2024-09-12,USA,Accelerator,51-200,22157718
338,Startup_338,EdTech,Seed,27543437,2021-05-29,Germany,VC,51-200,202517002
339,Startup_339,AI,Pre-Seed,37338505,2020-04-02,USA,Accelerator,500+,72066583
340,Startup_340,AI,Series A,22935137,2023-03-01,USA,VC,11-50,235897697
341,Startup_341,EdTech,Series A,20705211,2016-09-14,India,VC,201-500,94365455
342,Startup_342,AI,Series A,23332874,2024-10-18,UK,Angel,1-10,477912758
343,Startup_343,EdTech,IPO,4891700,2017-12-15,India,VC,500+,20719133
344,Startup_344,HealthTech,Seed,19720846,2025-08-17,India,Private Equity,500+,466296794
345,Startup_345,EdTech,IPO,44336219,2020-09-14,USA,VC,11-50,456828777
346,Startup_346,AgriTech,Seed,36605478,2020-11-05,India,VC,1-10,382911636
347,Startup_347,EdTech,Pre-Seed,87117,2019-03-16,Singapore,Corporate,500+,312834313
348,Startup_348,AI,IPO,45268748,2019-01-01,UK,Corporate,11-50,20721917
349,Startup_349,CleanTech,IPO,24147972,2023-06-07,USA,Angel,201-500,413365944
350,Startup_350,AgriTech,IPO,20182888,2017-07-16,UK,Angel,51-200,256432432
351,Startup_351,AI,Series B,21209869,2016-06-04,Singapore,Private Equity,201-500,396545179
352,Startup_352,FinTech,Pre-Seed,45879507,2022-11-30,Canada,Corporate,201-500,30125069
353,Startup_353,FinTech,Series A,37202989,2017-09-13,India,Accelerator,201-500,320940210
354,Startup_354,CleanTech,Pre-Seed,12678364,2025-09-26,USA,Angel,201-500,304792945
355,Startup_355,CleanTech,Series B,49514233,2021-04-07,Germany,Angel,51-200,499567857
356,Startup_356,AgriTech,Seed,17776000,2020-12-26,UK,Corporate,1-10,85604045
357,Startup_357,HealthTech,Pre-Seed,47423133,2019-03-26,Australia,Corporate,1-10,56171202
358,Startup_358,CleanTech,IPO,23241991,2018-02-01,Singapore,Private Equity,11-50,68255593
359,Startup_359,FinTech,Series A,18688807,2023-01-06,India,Corporate,11-50,308894902
360,Startup_360,EdTech,Series A,10260577,2019-05-30,UK,VC,500+,149547020
361,Startup_361,AI,Seed,10105714,2025-04-11,Singapore,Accelerator,201-500,304169077
362,Startup_362,FinTech,Pre-Seed,38722600,2022-01-12,UK,VC,201-500,409637835
363,Startup_363,FinTech,Series B,13211168,2022-01-12,Canada,VC,51-200,248099240
364,Startup_364,HealthTech,Seed,13292015,2023-04-06,Australia,VC,201-500,111665215
365,Startup_365,AgriTech,Pre-Seed,27444566,2022-07-10,Singapore,Angel,51-200,388156412
366,Startup_366,AgriTech,Series C,10814556,2018-07-22,UK,VC,500+,137970010
367,Startup_367,SaaS,Series A,18513194,2019-08-18,Australia,Angel,11-50,351318473
368,Startup_368,HealthTech,Series B,25991316,2022-05-03,Canada,Corporate,11-50,168723855
369,Startup_369,EdTech,IPO,47175859,2023-09-27,Canada,Accelerator,500+,106469372
370,Startup_370,AgriTech,Series B,9851817,2017-02-17,Canada,Accelerator,500+,257808404
371,Startup_371,AI,IPO,42227577,2025-02-03,India,VC,201-500,337091870
372,Startup_372,CleanTech,Series B,5466300,2025-01-02,Singapore,Accelerator,11-50,43062424
373,Startup_373,HealthTech,Series A,41456233,2018-08-12,UK,Angel,1-10,117453762
374,Startup_374,CleanTech,IPO,16960623,2024-02-03,UK,Corporate,500+,62273131
375,Startup_375,FinTech,Pre-Seed,1724842,2024-07-14,Australia,VC,11-50,202561063
376,Startup_376,AI,IPO,22533424,2022-04-26,Australia,Private Equity,11-50,294496888
377,Startup_377,AI,Seed,48528844,2020-02-28,Singapore,Accelerator,51-200,110754426
378,Startup_378,FinTech,Pre-Seed,705860,2019-01-04,Canada,Accelerator,11-50,37711630
379,Startup_379,HealthTech,Seed,5941709,2023-09-01,UK,VC,500+,146513098
380,Startup_380,FinTech,Series B,11807619,2021-09-21,UK,Accelerator,201-500,473943190
381,Startup_381,CleanTech,Pre-Seed,45933283,2023-12-03,Canada,Accelerator,11-50,223212492
382,Startup_382,SaaS,Series B,6553784,2017-10-23,Germany,Private Equity,1-10,492331301
383,Startup_383,AI,Series C,25614583,2025-10-08,Germany,Angel,500+,391154348
384,Startup_384,E-commerce,Series B,19959306,2025-01-25,Canada,VC,201-500,438917290
385,Startup_385,E-commerce,Series B,29347868,2022-12-04,Australia,VC,201-500,391246597
386,Startup_386,CleanTech,Seed,9845499,2016-03-31,India,Private Equity,500+,356347493
387,Startup_387,EdTech,IPO,47880631,2017-06-26,Australia,Private Equity,201-500,28503908
388,Startup_388,AgriTech,Series C,13377988,2025-04-14,Australia,Angel,1-10,295926822
389,Startup_389,FinTech,Series B,580901,2022-07-29,UK,Corporate,11-50,209579734
390,Startup_390,FinTech,Series B,38695201,2020-12-21,Australia,VC,500+,173576022
391,Startup_391,EdTech,Series C,28271020,2024-05-24,UK,Accelerator,11-50,119261874
392,Startup_392,EdTech,Series C,17689850,2017-12-07,Germany,Angel,11-50,419313674
393,Startup_393,CleanTech,Pre-Seed,10430943,2022-12-22,Australia,VC,201-500,495986085
394,Startup_394,CleanTech,Seed,35175357,2016-05-15,Canada,Angel,500+,233009272
395,Startup_395,EdTech,Series C,29495794,2018-03-30,Singapore,Corporate,11-50,274986664
396,Startup_396,AI,Series C,2693508,2021-03-16,Singapore,VC,51-200,309276979
397,Startup_397,CleanTech,Series A,17662705,2020-03-19,Australia,Accelerator,1-10,240885432
398,Startup_398,SaaS,IPO,5049682,2021-08-30,India,VC,201-500,277941201
399,Startup_399,CleanTech,Series C,11211667,2020-07-04,Australia,Angel,500+,456430823
400,Startup_400,FinTech,Seed,4853829,2017-08-16,Canada,Corporate,500+,179846788
401,Startup_401,CleanTech,IPO,28347604,2017-10-18,Germany,Angel,201-500,58399813
402,Startup_402,AI,IPO,42260953,2019-09-17,Germany,Angel,11-50,83564001
403,Startup_403,EdTech,Series B,3875971,2021-08-12,Australia,Private Equity,201-500,240487128
404,Startup_404,FinTech,Series B,7975660,2019-05-12,UK,Angel,500+,472036533
405,Startup_405,CleanTech,Series B,47315119,2022-04-08,USA,Corporate,51-200,260852183
406,Startup_406,AI,Series B,3299950,2025-12-09,India,Accelerator,11-50,41899203
407,Startup_407,SaaS,Series A,32540561,2023-08-26,India,Private Equity,201-500,93721426
408,Startup_408,CleanTech,Series C,6823060,2017-02-03,USA,Angel,500+,267161315
409,Startup_409,AI,Series B,14684916,2025-10-14,Singapore,VC,500+,146479776
410,Startup_410,SaaS,Pre-Seed,47257456,2022-08-09,Singapore,Private Equity,500+,277522127
411,Startup_411,EdTech,Series B,37483411,2021-04-15,Singapore,Corporate,51-200,3460160
412,Startup_412,CleanTech,Series C,32230410,2025-05-16,Germany,VC,11-50,12432695
413,Startup_413,SaaS,Series B,5397519,2017-01-27,Canada,Corporate,201-500,214061924
414,Startup_414,FinTech,Series A,11897006,2024-05-08,India,VC,11-50,157381849
415,Startup_415,EdTech,Seed,1253307,2024-03-13,USA,Accelerator,500+,39441103
416,Startup_416,FinTech,Seed,27029567,2017-12-28,UK,Corporate,51-200,469753432
417,Startup_417,E-commerce,Series C,40000551,2025-04-10,Australia,VC,51-200,129347167
418,Startup_418,HealthTech,Seed,33293312,2022-12-24,UK,Corporate,500+,188999682
419,Startup_419,CleanTech,Seed,27163012,2020-05-28,Australia,Private Equity,11-50,41128841
420,Startup_420,SaaS,Pre-Seed,7776409,2025-12-22,Germany,Corporate,11-50,423674513
421,Startup_421,HealthTech,Series C,5361344,2025-09-26,India,Corporate,51-200,312703060
422,Startup_422,HealthTech,Series C,31499713,2024-01-21,Canada,VC,1-10,392714587
423,Startup_423,SaaS,Seed,35545361,2018-09-23,India,Corporate,51-200,421858845
424,Startup_424,EdTech,Seed,8135898,2025-01-17,Australia,Accelerator,51-200,433987857
425,Startup_425,CleanTech,Seed,39593952,2022-03-24,Singapore,Angel,201-500,375076601
426,Startup_426,E-commerce,IPO,5330619,2025-06-10,UK,Private Equity,51-200,363464720
427,Startup_427,FinTech,Series A,46053137,2018-08-09,India,VC,1-10,114815562
428,Startup_428,AI,Series B,43181077,2020-07-13,UK,Corporate,51-200,204557322
429,Startup_429,FinTech,Series A,46314132,2024-01-10,USA,Corporate,11-50,10499641
430,Startup_430,AI,Series C,33460131,2025-10-28,USA,Corporate,201-500,244888154
431,Startup_431,FinTech,Pre-Seed,45694884,2017-08-10,UK,Private Equity,201-500,345943560
432,Startup_432,SaaS,Series B,40488216,2025-11-08,Canada,Angel,51-200,116187984
433,Startup_433,E-commerce,Pre-Seed,31433003,2016-02-02,Canada,Accelerator,201-500,222318739
434,Startup_434,CleanTech,IPO,5220428,2017-02-26,India,Accelerator,201-500,305224031
435,Startup_435,AI,Series C,46160582,2020-03-25,UK,VC,51-200,129056548
436,Startup_436,CleanTech,IPO,16135063,2017-02-18,Germany,Angel,1-10,127491915
437,Startup_437,CleanTech,Series C,41038894,2024-09-19,Canada,Angel,51-200,481086641
438,Startup_438,CleanTech,Pre-Seed,3947619,2017-12-15,Australia,Private Equity,11-50,476041626
439,Startup_439,AgriTech,Pre-Seed,44540522,2018-09-14,Canada,Corporate,500+,473088088
440,Startup_440,EdTech,Pre-Seed,46827589,2018-04-28,Singapore,Angel,1-10,53817976
441,Startup_441,FinTech,Series C,4786340,2024-04-26,USA,Corporate,51-200,70190863
442,Startup_442,CleanTech,Seed,31071628,2024-12-31,Canada,Private Equity,1-10,20633224
443,Startup_443,FinTech,Pre-Seed,47924971,2020-02-18,Australia,VC,500+,429705927
444,Startup_444,CleanTech,IPO,43261205,2016-03-06,Canada,VC,201-500,220747525
445,Startup_445,AI,Series B,22266450,2023-10-02,Australia,Corporate,201-500,136383504
446,Startup_446,EdTech,Series C,14435092,2025-02-24,Singapore,Corporate,500+,346213197
447,Startup_447,EdTech,IPO,23834392,2018-05-20,Australia,Angel,201-500,307038196
448,Startup_448,SaaS,Series A,39119702,2018-12-29,Canada,Private Equity,1-10,279747127
449,Startup_449,AgriTech,Series A,14971915,2017-12-05,Singapore,VC,201-500,363560507
450,Startup_450,SaaS,Series B,39955283,2018-06-08,UK,Angel,500+,314184141
451,Startup_451,SaaS,Seed,12272182,2022-01-08,UK,Accelerator,500+,428619619
452,Startup_452,SaaS,Pre-Seed,28785108,2023-06-25,USA,Angel,500+,109690087
453,Startup_453,SaaS,Series C,41340766,2016-12-02,India,Corporate,11-50,15231829
454,Startup_454,SaaS,IPO,29632271,2024-07-24,Singapore,Accelerator,1-10,255673744
455,Startup_455,E-commerce,Pre-Seed,19710769,2022-11-11,Canada,Angel,500+,267976128
456,Startup_456,EdTech,IPO,28114268,2018-02-21,India,Private Equity,1-10,307690256
457,Startup_457,SaaS,Series C,38199359,2017-01-08,UK,VC,11-50,254371315
458,Startup_458,CleanTech,Series A,19997879,2021-07-02,Canada,Accelerator,1-10,221863234
459,Startup_459,EdTech,Pre-Seed,8472719,2023-02-25,India,Private Equity,51-200,314469574
460,Startup_460,EdTech,Series B,44933174,2023-01-08,Singapore,Angel,11-50,430003082
461,Startup_461,HealthTech,Seed,10742529,2021-12-11,Singapore,Corporate,11-50,497268888
462,Startup_462,E-commerce,Series B,4726637,2024-03-29,India,Corporate,201-500,314474062
463,Startup_463,SaaS,Seed,35144037,2016-10-04,Australia,Private Equity,500+,135906022
464,Startup_464,FinTech,IPO,19142376,2021-06-17,Singapore,Corporate,11-50,274866042
465,Startup_465,AI,Pre-Seed,41807851,2016-12-23,Germany,VC,1-10,250883236
466,Startup_466,AgriTech,Pre-Seed,7409315,2025-07-21,UK,Private Equity,51-200,183467408
467,Startup_467,CleanTech,Seed,8242934,2018-11-19,USA,Private Equity,1-10,47226692
468,Startup_468,FinTech,Series A,34884370,2022-02-24,USA,Corporate,1-10,462591136
469,Startup_469,E-commerce,Series C,34215636,2016-02-06,Germany,Private Equity,51-200,86144629
470,Startup_470,AI,Series B,5372432,2021-09-06,India,Angel,201-500,374824988
471,Startup_471,E-commerce,IPO,34643166,2020-06-26,Singapore,Accelerator,500+,62544727
472,Startup_472,CleanTech,Series B,29448361,2017-04-01,Germany,Accelerator,11-50,100290086
473,Startup_473,EdTech,Series B,26223816,2022-12-08,Germany,Corporate,500+,361889808
474,Startup_474,AI,IPO,10137912,2023-05-17,Singapore,VC,201-500,202151007
475,Startup_475,EdTech,IPO,29583934,2025-09-05,UK,VC,51-200,85278375
476,Startup_476,CleanTech,Pre-Seed,44878129,2024-05-26,Singapore,Corporate,500+,145564939
477,Startup_477,FinTech,Series B,43964483,2016-03-05,Singapore,Corporate,1-10,211790877
478,Startup_478,CleanTech,Series C,49250708,2023-07-16,Australia,Private Equity,11-50,340337693
479,Startup_479,FinTech,Series C,44395950,2018-02-16,Canada,VC,11-50,118066813
480,Startup_480,AI,Seed,45139778,2019-03-29,India,Accelerator,201-500,6621279
481,Startup_481,AI,IPO,25460124,2022-05-11,USA,Corporate,201-500,13815128
482,Startup_482,SaaS,Pre-Seed,28866554,2023-03-05,USA,Accelerator,51-200,308999611
483,Startup_483,E-commerce,Series C,24822096,2025-01-13,Germany,Accelerator,201-500,43760441
484,Startup_484,SaaS,Series A,4395237,2025-05-26,Australia,VC,500+,187750045
485,Startup_485,E-commerce,Pre-Seed,37167501,2019-06-16,Germany,Accelerator,11-50,324830913
486,Startup_486,SaaS,Pre-Seed,46966814,2016-08-27,Germany,Private Equity,51-200,28526736
487,Startup_487,EdTech,Series C,25880553,2018-11-28,India,Private Equity,201-500,88863231
488,Startup_488,AI,Series A,16634465,2019-03-10,Germany,VC,1-10,227507893
489,Startup_489,FinTech,Seed,32500184,2020-12-14,Germany,Private Equity,11-50,59542555
490,Startup_490,E-commerce,Series C,9562840,2017-08-05,Canada,Corporate,51-200,231188013
491,Startup_491,CleanTech,Series A,43782735,2021-03-14,India,VC,11-50,355438902
492,Startup_492,E-commerce,Pre-Seed,36925370,2017-01-05,UK,Accelerator,500+,28306658
493,Startup_493,FinTech,Series A,15963132,2022-12-30,Australia,Corporate,201-500,459423282
494,Startup_494,SaaS,Pre-Seed,11521353,2023-11-30,UK,VC,201-500,452409581
495,Startup_495,E-commerce,Series C,40173521,2020-10-09,Singapore,Accelerator,201-500,346621319
496,Startup_496,AgriTech,IPO,35761373,2022-03-24,Canada,Accelerator,1-10,453844166
497,Startup_497,EdTech,Series C,3789941,2018-04-24,USA,Accelerator,500+,375109956
498,Startup_498,AI,Series B,41256311,2024-09-30,Singapore,Accelerator,1-10,252500738
499,Startup_499,FinTech,Series B,9967886,2023-04-16,UK,Accelerator,500+,179696928
500,Startup_500,AI,Series B,16672607,2023-06-19,India,VC,500+,87686810
501,Startup_501,AgriTech,Series C,48011726,2022-02-25,USA,Private Equity,500+,101029042
502,Startup_502,E-commerce,Seed,41658052,2024-04-04,Germany,Accelerator,201-500,234454958
503,Startup_503,E-commerce,Series C,23640236,2017-07-01,India,Corporate,201-500,90103416
504,Startup_504,CleanTech,IPO,8607770,2025-08-11,USA,VC,201-500,426612384
505,Startup_505,AgriTech,Series A,43594709,2016-08-11,UK,Angel,1-10,272014980
506,Startup_506,FinTech,Series C,49115485,2018-07-13,Singapore,Private Equity,51-200,52740947
507,Startup_507,CleanTech,Series C,45713297,2016-06-12,Germany,Corporate,500+,192281162
508,Startup_508,EdTech,Pre-Seed,11531567,2020-11-20,Germany,Accelerator,1-10,361925535
509,Startup_509,CleanTech,Pre-Seed,7517870,2017-07-31,Australia,VC,201-500,334320461
510,Startup_510,HealthTech,Pre-Seed,44680474,2021-02-08,India,VC,201-500,203253
511,Startup_511,FinTech,Series C,36077733,2022-08-30,Singapore,Accelerator,51-200,59147985
512,Startup_512,HealthTech,Seed,11195841,2018-08-13,Germany,Corporate,201-500,362945715
513,Startup_513,AgriTech,Series A,10351598,2016-07-01,USA,VC,500+,286847240
514,Startup_514,SaaS,Series A,19717104,2016-09-22,Australia,Private Equity,11-50,114523997
515,Startup_515,HealthTech,IPO,45381709,2023-11-28,Australia,Corporate,201-500,30289294
516,Startup_516,EdTech,Seed,30165712,2017-09-06,Canada,Accelerator,51-200,293298890
517,Startup_517,CleanTech,Seed,21362427,2017-09-15,UK,Corporate,11-50,80434340
518,Startup_518,SaaS,Series A,7986154,2024-01-31,India,Corporate,500+,43849326
519,Startup_519,CleanTech,Series B,8412469,2021-03-26,Singapore,Angel,500+,374702487
520,Startup_520,HealthTech,Pre-Seed,48256874,2019-12-04,Canada,Accelerator,500+,489998049
521,Startup_521,CleanTech,Pre-Seed,16746299,2022-06-01,Canada,Private Equity,51-200,38772779
522,Startup_522,AgriTech,Series A,21663579,2022-10-21,India,Accelerator,11-50,459660186
523,Startup_523,SaaS,Seed,31583122,2019-10-21,USA,Angel,500+,80058143
524,Startup_524,AgriTech,IPO,10538349,2021-07-24,Singapore,Accelerator,201-500,92008792
525,Startup_525,HealthTech,Series B,44477359,2017-08-02,UK,Accelerator,11-50,432424795
526,Startup_526,AgriTech,Series A,24597542,2017-11-19,India,Private Equity,500+,190552918
527,Startup_527,EdTech,Pre-Seed,16010257,2017-10-19,Singapore,Angel,11-50,407928038
528,Startup_528,HealthTech,Series C,39950806,2022-12-23,Canada,Accelerator,201-500,148846817
529,Startup_529,HealthTech,Seed,8446319,2018-12-04,Canada,Accelerator,1-10,127858279
530,Startup_530,HealthTech,Series C,21343094,2016-11-07,India,VC,500+,74764776
531,Startup_531,FinTech,IPO,2865839,2016-08-14,Singapore,Accelerator,201-500,493738393
532,Startup_532,CleanTech,Series A,47466234,2022-03-05,Canada,Private Equity,51-200,279841082
533,Startup_533,FinTech,Pre-Seed,800506,2024-01-28,India,VC,500+,225731643
534,Startup_534,FinTech,Series B,36590621,2022-07-12,Australia,Angel,1-10,168700484
535,Startup_535,EdTech,Series C,33084114,2018-03-27,India,Corporate,201-500,85851886
536,Startup_536,SaaS,Series B,4503293,2024-01-17,UK,Private Equity,201-500,346790578
537,Startup_537,CleanTech,IPO,7721711,2017-02-22,India,Angel,11-50,471286909
538,Startup_538,AgriTech,Pre-Seed,23239987,2023-03-30,Australia,VC,500+,321220178
539,Startup_539,E-commerce,Series C,38752416,2020-06-24,Singapore,Corporate,1-10,458954156
540,Startup_540,HealthTech,IPO,29714002,2024-08-11,Singapore,Angel,51-200,358913740
541,Startup_541,AgriTech,Series B,49808456,2018-06-21,Canada,Private Equity,11-50,66340261
542,Startup_542,HealthTech,Series B,15901892,2023-03-14,Germany,VC,500+,21347197
